order_id,customer_id,amount,category,order_date
670,88,917.73,Beauty,2026-03-21
671,463,3815.81,Coffee,2025-08-09
672,55,4052.6,Beauty,2026-05-23
673,271,4486.45,Beauty,2026-04-21
674,439,1197.03,Coffee,2025-06-28
675,268,1966.62,Fashion,2026-05-26
676,217,3878.59,Fashion,2026-03-10
677,481,883.9,Coffee,2026-04-15
678,153,1313.12,Beauty,2025-12-28
679,259,4085.77,Coffee,2025-10-29
680,308,1749.69,Coffee,2026-03-27
681,123,3298.95,Beauty,2025-10-22
682,63,2833.77,Electronics,2025-08-26
683,347,4947.1,Beauty,2025-12-13
684,2,1914.6,Electronics,2025-09-25
685,23,4180.85,Beauty,2025-09-21
686,6,965.06,Fashion,2026-03-14
687,121,1167.23,Fashion,2026-02-19
688,423,3332.46,Coffee,2026-02-26
689,299,2538.65,Fashion,2025-12-26
690,333,2704.04,Fashion,2025-10-30
691,456,3067.34,Coffee,2026-03-12
692,188,3063.43,Coffee,2026-02-05
693,13,741.53,Electronics,2025-07-29
694,351,1562.98,Electronics,2025-10-31
695,487,4055.54,Fashion,2025-09-05
696,59,1328.32,Coffee,2026-01-27
697,201,3041.48,Fashion,2026-02-05
698,493,1231.5,Fashion,2025-09-22
699,292,4390.64,Beauty,2025-12-16
700,259,203.54,Fashion,2025-10-07
701,32,369.65,Beauty,2025-09-06
702,345,4330.68,Beauty,2025-08-03
703,247,2680.35,Coffee,2026-01-21
704,476,1444.63,Fashion,2026-04-23
705,344,2896.92,Electronics,2025-08-04
706,66,3887.78,Coffee,2025-08-28
707,405,1844.54,Coffee,2026-03-22
708,117,4667.2,Electronics,2026-04-24
709,332,3614.24,Electronics,2025-12-10
710,143,2914.87,Fashion,2025-10-10
711,329,1754.9,Fashion,2026-04-19
712,408,200.94,Coffee,2026-04-04
713,451,4755.71,Fashion,2025-10-05
714,84,1464.66,Fashion,2026-03-21
715,401,434.13,Coffee,2025-12-21
716,320,1882.92,Coffee,2026-04-04
717,177,1497.41,Electronics,2026-05-22
718,140,4161.03,Coffee,2025-11-01
719,257,3745.38,Beauty,2025-12-10
720,244,2521.16,Fashion,2025-12-01
721,81,1600.35,Electronics,2026-04-27
722,291,2682.87,Coffee,2025-10-17
723,312,2354.83,Coffee,2026-05-21
724,69,458.36,Fashion,2025-10-24
725,75,3398.09,Beauty,2025-08-19
726,343,3575.41,Fashion,2026-02-06
727,158,472.85,Fashion,2025-09-03
728,261,4965.75,Fashion,2026-01-23
729,458,1217.79,Coffee,2026-03-09
730,320,3424.76,Beauty,2026-05-24
731,8,1175.72,Beauty,2026-04-10
732,414,3084.86,Coffee,2026-03-11
733,332,2034.28,Beauty,2025-11-11
734,126,626.86,Electronics,2025-12-22
735,319,3967.5,Coffee,2025-07-07
736,16,377.83,Coffee,2025-11-29
737,30,4682.09,Electronics,2025-10-05
738,87,3213.6,Coffee,2025-08-18
739,257,2086.96,Fashion,2025-12-14
740,160,3427.04,Fashion,2025-09-03
741,189,2245.16,Coffee,2025-11-29
742,172,4736.84,Electronics,2025-07-26
743,455,2067.17,Electronics,2026-03-13
744,34,541.13,Electronics,2025-10-11
745,474,195.88,Beauty,2026-05-22
746,177,1689.34,Fashion,2025-09-25
747,357,1821.78,Electronics,2025-08-21
748,98,2306.31,Fashion,2025-07-10
749,262,2534.69,Beauty,2026-03-15
750,343,2698.09,Coffee,2025-06-26
751,42,3016.02,Coffee,2025-07-30
752,277,1672.06,Electronics,2026-06-09
753,354,3747.35,Fashion,2025-07-25
754,73,308.33,Fashion,2025-06-25
755,472,2557.53,Fashion,2026-01-18
756,443,1247.28,Beauty,2026-05-09
757,335,4238.88,Beauty,2026-01-31
758,383,4210.92,Coffee,2026-01-28
759,149,2209.15,Beauty,2025-11-24
760,53,4082.3,Beauty,2026-03-22
761,191,689.54,Beauty,2025-06-17
762,485,3226.59,Beauty,2025-06-16
763,181,2487.09,Beauty,2026-03-28
764,215,1357.02,Electronics,2025-12-02
765,292,3285.95,Electronics,2026-01-24
766,368,3660.11,Electronics,2025-11-14
767,463,3269.15,Coffee,2025-09-22
768,72,1790.45,Coffee,2026-06-05
769,109,2747.47,Coffee,2025-09-16
770,177,2031.26,Coffee,2025-10-06
771,119,1739.69,Fashion,2025-09-23
772,384,2712.12,Fashion,2025-10-29
773,463,955.98,Beauty,2025-08-30
774,431,146.04,Coffee,2026-01-04
775,438,3281.32,Electronics,2026-02-19
776,413,317.04,Fashion,2026-01-30
777,249,356.16,Electronics,2025-12-17
778,416,3268.1,Coffee,2026-04-28
779,393,3044.92,Beauty,2026-04-15
780,257,4491.71,Electronics,2025-09-06
781,386,2297.73,Coffee,2026-05-21
782,368,512.36,Coffee,2025-09-10
783,175,793.25,Fashion,2025-11-25
784,467,3252.19,Fashion,2025-07-31
785,64,2748.48,Electronics,2025-07-16
786,51,3338.41,Beauty,2025-10-02
787,25,1317.88,Electronics,2025-11-20
788,452,2544.56,Fashion,2025-09-23
789,46,3126.4,Beauty,2025-07-29
790,44,1037.97,Coffee,2025-12-15
791,50,149.83,Coffee,2025-09-28
792,403,186.08,Electronics,2026-04-28
793,214,3995.0,Fashion,2026-05-04
794,151,2788.22,Fashion,2026-06-08
795,25,3868.07,Coffee,2025-06-25
796,404,1066.6,Fashion,2026-03-16
797,191,657.37,Electronics,2025-10-14
798,335,2753.31,Fashion,2025-07-03
799,496,1341.33,Electronics,2026-06-08
800,239,2892.91,Fashion,2025-11-02
801,4,4555.99,Electronics,2026-01-10
802,307,2850.58,Coffee,2026-01-25
803,8,3158.67,Beauty,2026-03-26
804,352,1225.92,Beauty,2026-01-30
805,349,4221.01,Beauty,2026-01-25
806,210,805.48,Electronics,2025-08-31
807,456,1373.94,Electronics,2025-12-01
808,278,3797.65,Fashion,2025-06-15
809,136,4643.45,Coffee,2025-11-09
810,70,2580.73,Beauty,2026-05-28
811,410,842.2,Coffee,2025-11-30
812,137,3905.94,Fashion,2026-05-30
813,322,1056.51,Fashion,2025-11-29
814,115,3923.66,Fashion,2026-03-01
815,35,449.36,Electronics,2025-09-09
816,464,2274.24,Fashion,2025-08-16
817,58,2924.22,Fashion,2025-07-13
818,427,3661.15,Coffee,2026-02-04
819,437,4024.81,Coffee,2025-09-13
820,403,4825.19,Coffee,2025-08-21
821,379,1256.4,Coffee,2025-08-31
822,427,4700.74,Electronics,2025-11-14
823,383,1985.72,Fashion,2025-07-20
824,130,2274.42,Coffee,2025-10-10
825,54,2794.33,Beauty,2026-06-03
826,202,1690.83,Fashion,2026-04-19
827,290,1906.73,Coffee,2026-06-07
828,327,768.3,Electronics,2026-02-25
829,364,1724.4,Electronics,2025-10-14
830,474,1304.38,Coffee,2025-08-19
831,184,3479.07,Coffee,2025-09-08
832,269,376.77,Coffee,2025-07-31
833,18,3583.06,Electronics,2026-02-25
834,377,2678.2,Coffee,2025-08-13
835,199,2389.35,Beauty,2026-04-08
836,87,3751.2,Fashion,2026-01-20
837,381,3238.36,Fashion,2025-10-05
838,218,3702.22,Coffee,2026-01-14
839,326,4548.69,Beauty,2026-01-16
840,192,4498.93,Coffee,2026-01-11
841,351,4959.71,Beauty,2025-07-08
842,88,4236.66,Coffee,2026-02-28
843,477,2308.9,Beauty,2026-03-01
844,398,217.14,Fashion,2025-06-25
845,12,978.6,Fashion,2026-01-06
846,278,3967.51,Fashion,2025-06-16
847,349,4926.22,Coffee,2026-03-25
848,210,1794.57,Fashion,2026-05-17
849,476,1954.47,Beauty,2026-02-18
850,265,1553.1,Electronics,2026-05-20
851,433,2513.55,Beauty,2025-06-28
852,326,4115.77,Coffee,2026-01-28
853,161,2584.29,Coffee,2026-02-01
854,405,672.89,Coffee,2025-12-04
855,253,4155.41,Beauty,2025-10-29
856,267,2670.03,Coffee,2025-12-23
857,401,2633.88,Electronics,2026-02-21
858,142,3748.66,Beauty,2025-10-01
859,198,1252.55,Electronics,2025-11-08
860,323,1628.89,Electronics,2025-09-25
861,171,3059.6,Beauty,2025-06-20
862,47,2424.51,Beauty,2025-08-31
863,229,3110.63,Fashion,2025-12-05
864,54,2022.33,Electronics,2025-09-05
865,392,820.8,Electronics,2026-01-22
866,336,3594.53,Electronics,2026-03-15
867,488,2739.11,Coffee,2025-07-08
868,381,988.12,Coffee,2026-05-05
869,30,395.93,Electronics,2025-09-22
870,369,2929.85,Electronics,2025-09-28
871,291,819.17,Beauty,2025-12-08
872,222,1475.62,Beauty,2025-11-01
873,331,1344.23,Electronics,2026-05-25
874,140,1479.72,Electronics,2025-09-16
875,173,3170.68,Coffee,2026-03-03
876,285,906.53,Beauty,2025-11-23
877,340,2974.9,Coffee,2025-10-30
878,487,4511.65,Electronics,2026-03-22
879,266,1792.57,Electronics,2025-11-04
880,363,4695.67,Coffee,2025-12-21
881,86,3257.6,Fashion,2025-11-02
882,88,1221.12,Fashion,2026-01-18
883,270,784.83,Electronics,2025-11-29
884,276,4095.14,Fashion,2026-04-16
885,232,466.14,Beauty,2026-06-10
886,272,2172.28,Fashion,2026-02-20
887,114,2403.44,Beauty,2026-03-07
888,125,802.77,Fashion,2025-10-19
889,449,2258.51,Beauty,2025-12-23
890,349,2869.43,Beauty,2025-08-11
891,322,1794.11,Beauty,2025-08-07
892,149,1716.63,Fashion,2025-07-09
893,160,2360.17,Coffee,2025-09-18
894,313,1390.42,Fashion,2026-02-13
895,329,4075.98,Coffee,2026-01-02
896,194,3277.62,Electronics,2025-09-20
897,466,1658.96,Fashion,2025-11-10
898,81,4125.88,Fashion,2025-11-09
899,163,2418.96,Fashion,2026-02-17
900,71,4041.75,Fashion,2025-07-25
901,258,3076.9,Beauty,2025-06-18
902,494,3048.24,Beauty,2026-04-19
903,295,4447.97,Fashion,2026-02-10
904,500,2656.01,Electronics,2026-02-13
905,364,2486.11,Fashion,2025-07-09
906,18,1133.9,Electronics,2026-05-19
907,193,2225.08,Beauty,2025-09-06
908,180,107.38,Fashion,2025-12-11
909,253,4330.34,Coffee,2026-04-04
910,432,4529.42,Coffee,2025-11-01
911,270,4567.52,Fashion,2025-11-11
912,245,4853.46,Beauty,2026-03-10
913,12,2793.98,Electronics,2025-08-04
914,59,906.02,Beauty,2026-05-19
915,60,3227.38,Electronics,2025-09-01
916,430,1270.43,Beauty,2025-08-06
917,171,629.03,Beauty,2025-08-16
918,364,4292.7,Coffee,2026-03-12
919,195,3596.62,Beauty,2025-11-27
920,218,3653.01,Electronics,2025-07-07
921,104,3905.16,Coffee,2025-07-06
922,470,392.19,Beauty,2026-04-01
923,275,4768.93,Electronics,2025-11-20
924,263,1090.87,Beauty,2025-09-06
925,130,2080.92,Beauty,2025-11-21
926,307,2958.58,Coffee,2026-01-17
927,207,981.64,Coffee,2026-02-05
928,49,2016.21,Coffee,2026-01-09
929,237,3556.34,Electronics,2025-10-14
930,89,2875.0,Coffee,2026-04-17
931,23,1984.99,Electronics,2025-06-26
932,361,469.63,Coffee,2025-08-17
933,429,3238.43,Electronics,2025-08-12
934,331,4076.35,Coffee,2025-12-24
935,376,3013.16,Electronics,2026-01-15
936,286,2727.3,Beauty,2025-11-22
937,260,758.44,Electronics,2026-05-26
938,90,4790.5,Beauty,2025-11-07
939,315,564.22,Beauty,2025-12-30
940,450,3972.54,Beauty,2025-08-01
941,103,173.05,Coffee,2025-07-01
942,100,4959.73,Fashion,2026-03-11
943,196,2494.42,Coffee,2026-05-30
944,38,2816.57,Beauty,2025-06-26
945,219,3544.09,Coffee,2025-07-11
946,326,928.02,Coffee,2026-03-24
947,275,1867.24,Coffee,2026-04-21
948,159,4077.1,Coffee,2026-04-30
949,233,4316.86,Fashion,2025-07-02
950,465,205.33,Coffee,2025-06-20
951,175,1653.87,Coffee,2025-11-30
952,267,1430.46,Beauty,2026-03-17
953,424,1341.29,Beauty,2025-07-05
954,18,2727.84,Beauty,2026-03-17
955,436,1095.19,Beauty,2026-06-10
956,468,2912.73,Beauty,2026-05-30
957,222,4403.03,Beauty,2025-07-22
958,258,4318.43,Electronics,2026-06-01
959,286,3881.41,Beauty,2025-12-28
960,99,4301.66,Beauty,2025-08-20
961,402,1787.9,Electronics,2025-09-06
962,317,3554.12,Coffee,2025-08-06
963,457,2582.95,Beauty,2025-12-12
964,315,1533.03,Beauty,2026-04-21
965,202,3425.27,Coffee,2025-11-12
966,266,4955.02,Coffee,2025-11-06
967,192,4788.46,Beauty,2026-04-14
968,281,2500.46,Electronics,2026-01-01
969,82,1315.81,Beauty,2025-08-23
970,252,4407.24,Electronics,2026-06-05
971,338,4709.56,Beauty,2025-10-21
972,466,2705.33,Coffee,2025-10-04
973,470,2469.55,Fashion,2026-05-06
974,489,4177.62,Fashion,2026-02-19
975,87,2882.54,Fashion,2026-02-15
976,270,2761.52,Beauty,2026-02-04
977,190,4217.3,Beauty,2025-10-01
978,62,4610.57,Beauty,2026-05-15
979,208,3465.84,Beauty,2025-11-21
980,350,2677.67,Electronics,2025-08-28
981,408,1712.21,Beauty,2025-06-22
982,419,2009.27,Electronics,2025-12-07
983,100,365.85,Fashion,2025-09-13
984,187,1729.23,Fashion,2026-03-18
985,107,207.73,Coffee,2025-09-10
986,161,4727.67,Electronics,2025-09-03
987,120,1063.6,Fashion,2025-07-03
988,418,3084.3,Coffee,2025-10-09
989,65,1980.55,Coffee,2026-04-22
990,321,791.37,Beauty,2026-05-02
991,78,4928.76,Beauty,2025-12-02
992,218,2332.67,Coffee,2026-04-13
993,310,2039.88,Fashion,2025-10-13
994,379,2883.12,Coffee,2026-01-24
995,235,1072.43,Fashion,2026-03-13
996,276,3464.92,Electronics,2026-03-22
997,407,4092.41,Electronics,2026-05-07
998,178,975.94,Fashion,2025-10-18
999,239,543.69,Fashion,2025-06-30
1000,100,4222.73,Fashion,2026-05-18
1001,148,1484.65,Fashion,2025-12-16
1002,256,1753.59,Electronics,2025-12-21
1003,86,3741.49,Electronics,2025-10-30
1004,462,2018.6,Electronics,2025-07-03
1005,348,3056.67,Beauty,2026-03-15
1006,313,4727.95,Coffee,2026-03-05
1007,253,3237.09,Fashion,2026-02-28
1008,424,2755.65,Beauty,2025-10-26
1009,189,3361.15,Coffee,2026-02-16
1010,52,2513.82,Electronics,2026-02-02
1011,179,648.68,Electronics,2026-02-02
1012,276,384.78,Beauty,2025-12-08
1013,215,3520.26,Electronics,2026-04-16
1014,471,4702.64,Beauty,2025-07-28
1015,465,2035.32,Beauty,2025-07-23
1016,415,763.11,Electronics,2026-06-10
1017,191,690.71,Fashion,2025-06-20
1018,89,4754.99,Beauty,2025-11-21
1019,455,988.15,Fashion,2025-09-21
1020,296,615.06,Electronics,2026-01-30
1021,45,1076.41,Coffee,2025-11-01
1022,200,2674.62,Electronics,2025-08-22
1023,122,2307.45,Electronics,2025-11-15
1024,422,902.96,Electronics,2026-05-13
1025,82,3796.47,Beauty,2026-05-13
1026,268,864.16,Fashion,2025-12-05
1027,367,884.62,Beauty,2025-09-08
1028,20,2108.59,Electronics,2026-02-28
1029,255,4269.18,Beauty,2025-09-26
1030,412,4940.37,Coffee,2026-03-27
1031,138,299.7,Electronics,2026-05-17
1032,149,943.7,Electronics,2025-10-23
1033,357,4706.75,Coffee,2026-03-06
1034,481,3710.0,Beauty,2026-05-08
1035,491,615.58,Coffee,2025-11-07
1036,306,1820.54,Coffee,2025-06-26
1037,203,3415.61,Electronics,2025-10-01
1038,476,1088.53,Fashion,2025-07-13
1039,482,905.15,Fashion,2025-10-29
1040,88,3343.23,Coffee,2025-11-17
1041,334,1981.83,Fashion,2025-08-15
1042,327,2521.91,Coffee,2025-06-23
1043,13,2107.33,Fashion,2026-03-27
1044,203,2147.59,Electronics,2025-12-03
1045,239,1965.88,Beauty,2026-05-14
1046,136,4796.1,Beauty,2025-06-27
1047,332,4767.48,Beauty,2026-02-23
1048,297,2171.24,Electronics,2025-12-29
1049,287,3295.98,Fashion,2026-05-05
1050,278,1789.36,Fashion,2026-05-20
1051,376,1190.71,Coffee,2025-09-12
1052,373,2112.14,Coffee,2026-03-03
1053,466,229.07,Fashion,2025-06-23
1054,232,1729.49,Beauty,2025-08-21
1055,44,425.23,Coffee,2025-08-27
1056,34,402.2,Beauty,2026-05-26
1057,469,4363.25,Coffee,2025-08-15
1058,119,766.23,Beauty,2026-06-05
1059,279,2991.19,Fashion,2026-01-25
1060,246,3229.92,Fashion,2025-11-26
1061,262,3911.74,Coffee,2025-07-13
1062,85,2022.72,Fashion,2025-07-09
1063,360,2211.51,Coffee,2026-04-19
1064,162,4659.47,Electronics,2026-02-23
1065,375,1438.57,Beauty,2025-12-23
1066,449,4105.95,Electronics,2025-08-09
1067,229,487.28,Coffee,2025-07-18
1068,52,1941.24,Fashion,2025-06-25
1069,1,385.66,Fashion,2026-02-20
1070,470,3362.5,Beauty,2025-12-25
1071,332,4609.98,Coffee,2026-02-18
1072,226,3856.87,Fashion,2025-11-25
1073,495,3538.53,Beauty,2026-04-17
1074,447,1730.35,Fashion,2025-11-04
1075,204,1170.48,Fashion,2025-07-14
1076,257,2272.43,Electronics,2026-01-08
1077,192,1385.71,Coffee,2026-05-01
1078,480,1518.54,Electronics,2025-08-13
1079,39,2610.79,Electronics,2026-03-16
1080,354,2438.07,Coffee,2026-01-21
1081,318,2491.53,Electronics,2025-07-06
1082,98,1665.41,Fashion,2025-07-29
1083,331,887.2,Electronics,2025-10-09
1084,76,3340.52,Beauty,2025-07-25
1085,21,1475.84,Beauty,2025-12-04
1086,39,1890.53,Fashion,2026-01-15
1087,438,3905.84,Electronics,2026-05-07
1088,112,719.48,Beauty,2026-04-18
1089,489,2316.59,Fashion,2026-03-01
1090,169,1421.16,Coffee,2025-11-25
1091,207,2470.63,Beauty,2025-10-12
1092,189,3386.11,Electronics,2026-05-12
1093,55,2416.76,Electronics,2026-05-02
1094,486,3161.52,Fashion,2025-08-10
1095,484,2076.24,Beauty,2026-04-04
1096,240,1433.74,Fashion,2025-12-23
1097,294,1481.02,Fashion,2025-06-21
1098,70,4288.91,Fashion,2025-09-19
1099,163,407.22,Electronics,2026-01-15
1100,228,861.13,Electronics,2026-06-03
1101,448,4895.37,Coffee,2026-05-02
1102,318,4198.29,Electronics,2026-01-27
1103,478,1950.35,Electronics,2025-09-11
1104,469,746.36,Fashion,2025-10-27
1105,259,3551.57,Coffee,2026-02-05
1106,494,3049.5,Coffee,2026-05-15
1107,106,4375.85,Coffee,2025-10-05
1108,107,2602.85,Fashion,2025-08-11
1109,383,3291.24,Fashion,2026-03-15
1110,146,1768.77,Coffee,2026-05-24
1111,43,2022.68,Fashion,2026-02-10
1112,296,4049.14,Coffee,2025-08-30
1113,499,2387.31,Coffee,2025-08-23
1114,464,4320.23,Coffee,2025-07-16
1115,193,1116.71,Beauty,2025-12-30
1116,262,2921.57,Fashion,2025-11-28
1117,479,2996.93,Electronics,2025-08-15
1118,239,298.13,Fashion,2026-03-23
1119,275,2180.81,Electronics,2026-02-07
1120,41,206.22,Coffee,2026-02-05
1121,148,3655.78,Beauty,2025-12-08
1122,442,2659.49,Coffee,2026-04-25
1123,434,4843.26,Coffee,2025-07-25
1124,360,2707.99,Beauty,2026-05-30
1125,442,759.58,Fashion,2026-04-23
1126,435,4698.26,Fashion,2026-04-12
1127,109,2126.42,Fashion,2025-06-25
1128,300,4303.03,Coffee,2025-10-22
1129,165,491.84,Beauty,2025-07-20
1130,335,788.73,Coffee,2025-10-19
1131,482,2450.65,Electronics,2026-02-28
1132,296,2897.56,Beauty,2025-06-13
1133,178,1962.12,Fashion,2025-09-18
1134,23,4163.38,Fashion,2026-03-30
1135,240,1689.81,Beauty,2026-02-16
1136,37,1451.29,Fashion,2026-02-02
1137,467,616.56,Beauty,2025-12-16
1138,307,3481.99,Electronics,2025-07-17
1139,426,1902.37,Fashion,2026-05-12
1140,158,4723.39,Beauty,2025-07-02
1141,338,4304.7,Fashion,2026-01-17
1142,296,4829.83,Fashion,2026-03-03
1143,15,3140.88,Electronics,2025-10-11
1144,144,290.69,Fashion,2026-05-10
1145,319,4573.86,Coffee,2026-01-14
1146,146,2020.38,Coffee,2025-06-30
1147,146,832.72,Electronics,2025-12-17
1148,58,4728.26,Beauty,2026-03-13
1149,406,3920.56,Beauty,2025-09-09
1150,239,550.88,Beauty,2026-01-19
1151,196,2981.58,Electronics,2026-01-18
1152,135,847.44,Beauty,2025-06-18
1153,3,3830.25,Coffee,2026-03-15
1154,159,2540.75,Electronics,2025-07-24
1155,251,4657.8,Coffee,2026-03-10
1156,360,2312.32,Electronics,2026-01-06
1157,285,794.9,Beauty,2026-06-11
1158,59,3526.27,Electronics,2025-08-12
1159,25,791.25,Coffee,2026-06-06
1160,499,3388.99,Electronics,2026-04-01
1161,226,4673.89,Beauty,2025-07-16
1162,42,4942.64,Beauty,2026-02-13
1163,423,4653.71,Electronics,2026-03-02
1164,470,942.13,Coffee,2025-08-20
1165,480,1991.06,Beauty,2025-09-16
1166,80,1309.99,Fashion,2025-07-16
1167,470,2819.81,Electronics,2025-06-15
1168,184,1382.28,Fashion,2026-04-01
1169,410,4121.56,Fashion,2026-04-19
1170,337,233.29,Fashion,2026-06-07
1171,403,3942.59,Electronics,2025-12-29
1172,229,4710.41,Coffee,2025-10-29
1173,60,3787.42,Fashion,2026-03-27
1174,117,1178.16,Electronics,2026-01-26
1175,353,2087.68,Fashion,2025-06-25
1176,500,979.97,Electronics,2026-01-14
1177,171,864.6,Beauty,2025-11-20
1178,64,2774.63,Beauty,2025-12-09
1179,91,843.92,Fashion,2025-11-01
1180,11,4548.25,Fashion,2025-11-27
1181,157,3345.89,Coffee,2026-05-25
1182,479,3407.36,Coffee,2025-09-01
1183,274,1223.13,Electronics,2025-11-11
1184,415,2508.27,Coffee,2025-09-15
1185,393,3786.8,Coffee,2025-12-16
1186,219,4287.16,Beauty,2025-09-05
1187,112,1092.54,Fashion,2025-07-27
1188,228,1447.36,Beauty,2026-05-12
1189,262,3856.35,Fashion,2025-09-15
1190,182,2704.21,Beauty,2025-08-01
1191,490,3760.46,Coffee,2025-10-23
1192,275,2046.26,Beauty,2025-07-05
1193,115,4132.18,Beauty,2025-08-19
1194,255,867.87,Electronics,2026-04-28
1195,319,2259.1,Electronics,2025-12-15
1196,329,2157.5,Electronics,2026-04-26
1197,277,2760.83,Fashion,2025-10-17
1198,112,1872.62,Coffee,2026-04-05
1199,380,1742.15,Fashion,2026-01-04
1200,356,3320.57,Fashion,2026-03-29
1201,402,2728.54,Coffee,2025-10-19
1202,300,2213.31,Beauty,2026-01-26
1203,12,1972.36,Electronics,2026-02-05
1204,276,3939.44,Electronics,2026-06-08
1205,237,3020.35,Fashion,2026-05-29
1206,225,4753.93,Fashion,2025-07-05
1207,289,1692.26,Fashion,2026-04-01
1208,214,321.13,Coffee,2026-05-05
1209,245,2237.47,Beauty,2025-06-14
1210,142,2346.69,Coffee,2025-10-04
1211,280,2027.58,Beauty,2026-03-21
1212,363,2480.68,Beauty,2025-09-12
1213,347,3622.36,Coffee,2025-07-12
1214,267,3942.22,Coffee,2025-10-28
1215,494,3275.92,Coffee,2026-05-31
1216,323,237.28,Electronics,2025-10-26
1217,311,1125.98,Fashion,2026-01-17
1218,205,3844.58,Fashion,2025-12-25
1219,352,4649.66,Beauty,2026-05-06
1220,110,2344.16,Fashion,2026-03-19
1221,322,3683.91,Beauty,2025-08-13
1222,362,4781.99,Beauty,2026-05-30
1223,262,4236.87,Beauty,2026-01-12
1224,412,3942.62,Electronics,2025-12-20
1225,468,1059.16,Fashion,2025-07-11
1226,198,2716.13,Electronics,2025-06-23
1227,359,778.88,Coffee,2025-07-20
1228,72,4564.92,Electronics,2026-02-04
1229,322,3783.82,Electronics,2025-09-12
1230,176,961.67,Coffee,2025-08-06
1231,218,3930.68,Beauty,2025-08-31
1232,498,3565.29,Coffee,2025-09-18
1233,198,4047.86,Coffee,2026-03-03
1234,494,4712.21,Fashion,2026-01-01
1235,345,1771.74,Fashion,2026-02-15
1236,82,4303.99,Beauty,2025-07-30
1237,167,3160.12,Coffee,2025-07-06
1238,319,3749.2,Coffee,2026-06-04
1239,237,2058.43,Fashion,2025-12-08
1240,476,267.2,Coffee,2025-08-18
1241,291,3724.0,Coffee,2025-07-30
1242,442,4731.21,Fashion,2025-07-08
1243,430,850.52,Beauty,2025-07-07
1244,376,2745.69,Beauty,2025-10-30
1245,371,1900.33,Fashion,2026-01-04
1246,33,1416.34,Fashion,2025-08-29
1247,187,1266.71,Beauty,2025-12-26
1248,305,1439.56,Beauty,2025-11-02
1249,466,843.9,Beauty,2026-03-23
1250,114,2155.28,Beauty,2026-04-28
1251,128,2837.6,Beauty,2026-04-18
1252,411,3284.74,Coffee,2025-08-23
1253,426,2202.73,Fashion,2026-06-08
1254,270,212.89,Beauty,2025-09-30
1255,66,1925.9,Fashion,2025-10-16
1256,364,3516.42,Electronics,2025-11-14
1257,223,2114.01,Fashion,2025-12-30
1258,424,3520.35,Beauty,2026-01-02
1259,229,2256.85,Electronics,2025-07-17
1260,417,849.65,Beauty,2025-10-31
1261,249,1892.66,Beauty,2026-02-04
1262,404,346.46,Coffee,2025-12-21
1263,336,3221.73,Fashion,2026-05-24
1264,69,2624.92,Beauty,2025-06-26
1265,226,1294.34,Coffee,2026-03-10
1266,152,2143.69,Fashion,2026-06-10
1267,32,3977.9,Fashion,2026-03-05
1268,423,1383.91,Coffee,2025-07-05
1269,412,1902.05,Coffee,2026-06-03
1270,299,3806.0,Coffee,2025-06-30
1271,207,4144.8,Fashion,2025-07-16
1272,82,233.83,Electronics,2025-10-29
1273,317,403.74,Electronics,2025-09-28
1274,27,3610.97,Electronics,2025-07-09
1275,4,3791.02,Fashion,2026-01-11
1276,416,4057.31,Electronics,2025-07-17
1277,227,1055.66,Beauty,2026-04-03
1278,152,3651.71,Beauty,2026-01-14
1279,439,4500.64,Coffee,2026-01-01
1280,389,3552.07,Electronics,2025-12-27
1281,64,3826.42,Fashion,2026-05-16
1282,209,267.67,Beauty,2025-07-12
1283,254,391.25,Electronics,2025-07-01
1284,131,2172.93,Beauty,2025-10-17
1285,59,664.4,Fashion,2026-05-11
1286,378,266.96,Fashion,2025-10-12
1287,278,2833.81,Beauty,2025-09-12
1288,33,1207.81,Beauty,2026-05-25
1289,129,4522.43,Coffee,2025-12-05
1290,322,4507.16,Electronics,2025-12-11
1291,353,4760.67,Fashion,2025-10-02
1292,65,2330.95,Coffee,2025-12-12
1293,105,903.98,Coffee,2026-02-01
1294,172,2006.91,Electronics,2026-04-12
1295,204,452.85,Fashion,2025-09-13
1296,100,4435.07,Coffee,2025-06-14
1297,201,3404.61,Fashion,2025-07-06
1298,214,4064.41,Beauty,2025-11-22
1299,348,4309.76,Coffee,2025-10-10
1300,7,1336.95,Fashion,2025-12-13
1301,151,4128.44,Beauty,2025-09-22
1302,271,3829.34,Electronics,2025-10-14
1303,300,4338.52,Electronics,2026-03-10
1304,136,2945.61,Fashion,2025-11-01
1305,7,2584.26,Fashion,2026-01-28
1306,93,528.9,Fashion,2026-04-28
1307,388,3746.44,Beauty,2026-04-17
1308,208,402.55,Beauty,2025-11-15
1309,477,4494.78,Electronics,2026-05-21
1310,471,1223.69,Beauty,2025-07-28
1311,160,2665.56,Fashion,2026-05-22
1312,282,1619.92,Fashion,2025-08-07
1313,305,2702.22,Fashion,2026-03-07
1314,155,3540.42,Coffee,2026-01-18
1315,281,378.29,Coffee,2026-03-18
1316,114,3104.38,Electronics,2026-02-05
1317,451,4830.3,Fashion,2026-02-17
1318,155,2506.64,Electronics,2026-02-27
1319,372,4117.95,Coffee,2025-09-01
1320,429,3453.78,Fashion,2026-04-11
1321,222,4426.05,Coffee,2025-07-15
1322,262,4375.1,Coffee,2026-02-08
1323,30,1593.52,Fashion,2026-01-03
1324,394,4870.56,Fashion,2025-09-11
1325,241,4675.77,Fashion,2025-10-29
